google_category,title,address,opening_hrs,website,phone,plus_code,review,total number of reviews
Computer store,GamerTech Gaming PC's,"75 Oneida Crescent, Richmond Hill, ON L4B 0H3",opening hr not provided,gamertech.ca,(647) 222-1055,"RHVF+PF Richmond Hill, Ontario",5.0,91 reviews
Game store,HAXcrew,adress not available,opening hr not provided,haxcrew.com,(416) 671-8937,plus code available,review not available,not available
Art supply store,DeSerres,"9325 Yonge St, Richmond Hill, ON L4C 1V4",Opens at 11:00 a.m.,deserres.ca,(905) 780-1771,"VH49+CC Richmond Hill, Ontario",4.4,319 reviews
Video game store,EB Games,"6464 Yonge St, North York, ON M2M 3X4",opening hr not provided,ebgames.ca,(416) 225-3665,"QHWH+C4 North York, Toronto, ON",4.2,123 reviews
Video game store,EB Games,"1 Bass Pro Mills Dr #751, Concord, ON L4K 5W4",opening hr not provided,ebgames.ca,(905) 738-4430,"RFG7+3W Vaughan, Ontario",3.9,219 reviews
Collectibles store,Planet X,"815 Major Mackenzie Dr E, Richmond Hill, ON L4C 9X2",Opens at 11:00 a.m.,eplanetx.com,(905) 883-9324,"VHGP+7C Richmond Hill, Ontario",4.3,72 reviews
Game store,401 Games Vaughan,"7700 Keele St Unit #6B, Concord, ON L4K 2A1",Opens at 12:00 p.m.,store.401games.ca,(905) 660-4464,"QGX2+H3 Vaughan, Ontario",4.5,879 reviews
Game store,Jack Game store,"145 Jardin Dr, Concord, ON L4K 1X7",Open now: Open 24 hours,liquidgraphixinc.com,(647) 493-4886,"QGW5+52 Vaughan, Ontario",review not available,not available
Video game store,EBGames CENTREPOINT MALL,"6444 Yonge Street undefined, Toronto, ON M2M 3X4",opening hr not provided,ebgames.ca,(416) 225-3665,"QHWH+C4 Toronto, Ontario",5.0,3 reviews
Video game store,EB Games,"RioCan Marketplace, 2081 Steeles Ave W Unit G-1, Toronto, ON M3J 3N3",Opens at 10:00 a.m.,ebgames.ca,(416) 661-1331,"QGPG+99 Toronto, Ontario",4.3,134 reviews
Hobby store,Heroes World,"8601 Warden Ave, Unionville, ON L3R 0B5",Closed today,heroesworldonline.com,(905) 948-1949,"VM59+73 Markham, Ontario",4.7,282 reviews
Video game store,EB Games,"91 First Commerce Dr #9, Aurora, ON L4G 0G2",Opens at 10:00 a.m.,ebgames.ca,(905) 841-8270,"2H7P+H3 Aurora, Ontario",4.3,136 reviews
Game store,GO Games Company,adress not available,Opens at 11:30 a.m.,gogamescompany.com,(647) 859-3958,plus code available,5.0,2 reviews
Game store,Josephine Games,"3621 Hwy 7, Markham, ON L3R 0G6",Open now: Open 24 hours,website not available,Phone not available,"VM37+J4 Markham, Ontario",review not available,not available
Internet cafe,Zanzone E-Sport Club 葩葩网咖,"East, 505 Hwy 7, Thornhill, ON L3T 7T1",opening hr not provided,zanzone.ca,(647) 233-1601,"RJR7+Q7 Markham, Ontario",4.0,73 reviews
Trading card store,Cardboard Classics,"7700 Bathurst St #210, Thornhill, ON L4J 7Y3",Opens at 12:00 p.m.,cardboardclassics.ca,(905) 597-7270,"RG6X+4P Vaughan, Ontario",4.7,147 reviews
Toy store,Mastermind Toys,"9350 Yonge St, Richmond Hill, ON L4C 5G2",Opens at 11:00 a.m.,mastermindtoys.com,(905) 508-5001,"VH38+CG Richmond Hill, Ontario",4.4,156 reviews
Miniatures store,Games Workshop,"8401 Weston Rd, Woodbridge, ON L4L 1A6",Closed today,games-workshop.com,(905) 850-0935,"RC4X+RM Vaughan, Ontario",4.9,106 reviews
Video game store,Soft Mart,"4300 Steeles Ave E, Markham, ON L3R 0Y5",Opens at 12:00 p.m.,softmart.ca,(905) 948-9880,"RMGV+69 Markham, Ontario",4.0,9 reviews
Video game store,EB Games,"RioCan Colossus Centre, 21 Famous Ave Unit 2, Vaughan, ON L4L 0B6",Opens at 10:00 a.m.,ebgames.ca,(905) 264-2166,"QFQ4+G3 Vaughan, Ontario",4.1,118 reviews
Video game store,Rock Hippo,"7100 Woodbine Ave Suite 301, Markham, ON L3R 5J2",opening hr not provided,website not available,Phone not available,"RM82+82 Markham, Ontario",3.0,4 reviews
Video game store,Simulation 1 Systems,"170 Esna Park Dr #10, Markham, ON L3R 1E3",Opens at 12:00 p.m.,simulation1.ca,(647) 317-6723,"RMG7+58 Markham, Ontario",4.5,132 reviews
Game store,Legends Warehouse,"643 Chrislea Rd, Woodbridge, ON L4L 8A3",Opens at 11:00 a.m.,legendswarehouse.ca,(905) 264-8830,"RF44+X6 Vaughan, Ontario",4.6,257 reviews
Game store,Wicked Interactive,"105 Gordon Baker Rd #520, North York, ON M2H 3P8",Open now: Open 24 hours,wickedinteractiveltd.com,(416) 331-8226,"RM24+GF North York, Toronto, ON",review not available,not available
Game store,Dongi Studio,"79 Halterwood Cir, Unionville, ON L3P 7T2",opening hr not provided,dongistudio.com,Phone not available,"VPF5+W4 Markham, Ontario",review not available,not available
Department store,Walmart Supercentre,"255 Silver Linden Dr, Richmond Hill, ON L4B 4V5",opening hr not provided,walmart.ca,(905) 747-0628,"RHRM+RJ Richmond Hill, Ontario",3.9,"3,369 reviews"
