google_category,title,address,opening_hrs,website,phone,plus_code,review,total number of reviews
Plumbing supply store,Noble,"41 Shelley Rd, Richmond Hill, ON L4C 5G4",Closed. Opens at 6:30 a.m.,noble.ca,(905) 787-1096,"VHHG+W2 Richmond Hill, Ontario",4.3,9 reviews
Industrial equipment supplier,Fastenal Canada,"55 West Beaver Creek, Units 49&50, Richmond Hill, ON L4B 1K5",Closed. Opens at 7:30 a.m.,fastenal.ca,(905) 881-6330,"VJ45+3C Richmond Hill, Ontario",3.4,8 reviews
Paint store,Sherwin-Williams Paint Store,"10720 Yonge St Ste 114, Richmond Hill, ON L4C 3C9",Closed. Opens at 7:00 a.m.,sherwin-williams.ca,(905) 780-6056,"VHQ5+C4 Richmond Hill, Ontario",4.6,64 reviews
Variety store,Mi's Variety & Hardware,"361 Carrville, Richmond Hill, ON L4J 1V1",Closed. Opens at 8:00 a.m.,website not available,(905) 881-4007,"RHX4+X2 Richmond Hill, Ontario",3.7,12 reviews
Plumbing supply store,Mekco Supply Inc.,"110 West Beaver Creek Rd Unit 16, Richmond Hill, ON L4B 3L6",Closed. Opens at 6:30 a.m.,mekcosupply.com,(905) 597-4597,"VJ24+7G Richmond Hill, Ontario",5.0,37 reviews
Paint store,Dulux Paints,"10288 Yonge St, Richmond Hill, ON L4C 3B8",Closed. Opens at 6:00 a.m.,dulux.ca,(905) 737-8062,"VHH6+76 Richmond Hill, Ontario",4.8,24 reviews
Department store,Canadian Tire,"11720 Yonge St, Richmond Hill, ON L4E 0K4",Closed. Opens at 8:00 a.m.,canadiantire.ca,(905) 884-9009,"WH72+79 Richmond Hill, Ontario",3.6,"1,017 reviews"
Paint store,Benjamin Moore,"10445 Yonge St, Richmond Hill, ON L4C 3C2",opening hr not provided,benjaminmoore.com,(905) 508-4196,"VHJ6+WC Richmond Hill, Ontario",review not available,not available
Paint store,Benjamin Moore,"9555 Yonge St, Richmond Hill, ON L4C 9M5",Closed. Opens at 7:30 a.m.,hillcrestpaint.com,(905) 237-2700,"VH58+QM Richmond Hill, Ontario",4.7,25 reviews
Hardware store,Lowe's Home Improvement,"200 McNaughton Rd, Vaughan, ON L6A 4E2",opening hr not provided,lowes.ca,(905) 879-2450,"VF6W+RJ Vaughan, Ontario",3.8,"1,146 reviews"
Department store,Canadian Tire,"250 Silver Linden Dr, Richmond Hill, ON L4B 4W7",Closed. Opens at 9:00 a.m.,canadiantire.ca,(905) 731-3100,"RHRP+XM Richmond Hill, Ontario",3.6,"1,599 reviews"
Department store,Bed Bath & Beyond,"225 High Tech Rd Unit 1, Richmond Hill, ON L4B 0A6",Closed. Opens at 9:00 a.m.,stores.bedbathandbeyond.ca,(905) 762-1233,"RHRJ+PJ Richmond Hill, Ontario",3.9,774 reviews
Furniture store,Leatherville,"13390 Yonge St, Richmond Hill, ON L4E 2P6",Closed. Opens at 10:00 a.m.,website not available,(905) 773-9287,"XG3V+H2 Richmond Hill, Ontario",3.9,9 reviews
Building materials store,Pro Desk at The Home Depot,"10885 Leslie St, Richmond Hill, ON L4S 0B2",Closed. Opens at 7:00 a.m.,stores.homedepot.ca,(905) 787-7200,"WJ23+QR Richmond Hill, Ontario",4.0,1 review
Hardware store,Component Hardware,"150 Shields Ct, Markham, ON L3R 9T5",Closed. Opens at 8:00 a.m.,componenthardware.com,(905) 415-2280,"RJMQ+R6 Markham, Ontario",4.5,2 reviews
Bathroom supply store,Home Comfort Centre,"1600 16th Ave Unit #2, Richmond Hill, ON L4B 4N6",Closed. Opens at 9:30 a.m.,homecomfortcentre.com,(905) 886-6621,"VJ78+FF Richmond Hill, Ontario",4.4,63 reviews
Plumbing supply store,1451896 Ontario Inc,"53 Observatory Ln, Richmond Hill, ON L4C 8K9",Closed. Opens at 7:00 a.m.,website not available,(905) 787-0718,"VH5C+JF Richmond Hill, Ontario",review not available,not available
Plumbing supply store,Plumbing Planet,"70 Newkirk Rd Unit 5, Richmond Hill, ON L4C 3G3",Closed. Opens at 7:30 a.m.,plumbingplanet.ca,(647) 933-2131,"VHHC+XQ Richmond Hill, Ontario",4.2,12 reviews
Hardware store,Concord Hardware,"7310 Woodbine Ave #5, Markham, ON L3R 1A4",Closed. Opens at 7:30 a.m.,concordhardware.com,(905) 479-9844,"RJCX+HG Markham, Ontario",4.3,16 reviews
Building materials store,Pro Desk at The Home Depot,"50 Red Maple Rd, Richmond Hill, ON L4B 4K1",Closed. Opens at 7:00 a.m.,stores.homedepot.ca,(905) 763-6616,"RHRG+9F Richmond Hill, Ontario",4.2,5 reviews
Hardware store,Cyrus Hardware,"15 Furbacher Ln, Aurora, ON L4G 6W2",Open now: Open 24 hours,website not available,Phone not available,"XHQ2+CC Aurora, Ontario",review not available,not available
Building materials supplier,Mix-Can Construction Materials,"45 Observatory Ln, Richmond Hill, ON L4C 8K9",Closed. Opens at 8:30 a.m.,mix-can.com,(905) 492-6226,"VH5C+J5 Richmond Hill, Ontario",4.1,7 reviews
Hardware store,Landmark,"7676 Woodbine Ave, Markham, ON L3R 2N2",opening hr not provided,landmarkgeneralproducts.com,(905) 479-7300,"RJJW+2F Markham, Ontario",2.0,1 review
Home improvement store,Aurora Home Hardware Building Centre,"289 Wellington St E, Aurora, ON L4G 6H6",opening hr not provided,aurorahomehardware.ca,(905) 727-4751,"2G2X+X2 Aurora, Ontario",4.3,247 reviews
Hardware store,Markham Industrial & Trade Supplies Ltd,"7701 Woodbine Ave, Markham, ON L3R 2R4",Closed. Opens at 7:30 a.m.,markham-industrial.com,(416) 498-0835,"RJJX+82 Markham, Ontario",4.0,34 reviews
Bathroom supply store,York Taps Bath & Showers,"9120 Leslie St, Richmond Hill, ON L4B 2N8",Closed. Opens at 9:00 a.m.,yorktaps.ca,(905) 597-3310,"VJ47+4G Richmond Hill, Ontario",4.0,276 reviews
Hardware store,Concord Hardware,"374 Bowes Rd, Concord, ON L4K 1K1",Closed. Opens at 7:30 a.m.,concordhardware.com,(905) 669-9914,"RG64+V4 Vaughan, Ontario",4.4,98 reviews
Safety equipment supplier,Grainger Industrial Supply - Corporate Office,"123 Commerce Valley Dr E #700, Thornhill, ON L3T 7W8",Closed. Opens at 8:30 a.m.,grainger.ca,+1 888-602-0000,"RJRG+7C Markham, Ontario",2.9,21 reviews
Hardware store,Mayport Hardware Limited,"15 Connie Crescent #11, Concord, ON L4K 1L3",Closed. Opens at 7:00 a.m.,mayporthardware.com,(905) 738-6788,"RGC5+7G Vaughan, Ontario",4.8,5 reviews
Hardware store,Breen Drapery Hardware Limited,"29 Esna Park Dr, Markham, ON L3R 1C9",Closed. Opens at 8:00 a.m.,breenhardware.com,(905) 475-6322,"RMG3+JH Markham, Ontario",4.2,10 reviews
Hardware store,Hon-Mark,"103 Denison St #2, Markham, ON L3R 1B5",Closed. Opens at 8:00 a.m.,hon-mark.com,(647) 313-0155,"RJCV+5W Markham, Ontario",4.9,15 reviews
Auto parts store,Partsmart Auto Parts,"460 Elgin Mills Rd E #4, Richmond Hill, ON L4C 5E7",Closed. Opens at 8:30 a.m.,website not available,(905) 787-8429,"VHVC+29 Richmond Hill, Ontario",4.7,40 reviews
Bathroom supply store,Royal bath and kitchen,"11300 Yonge St, Richmond Hill, ON L4S 1K9",Closed. Opens at 10:00 a.m.,royalbathandkitchen.com,(905) 237-7022,"WH33+2W Richmond Hill, Ontario",4.9,12 reviews
Lighting store,Living Lighting Richmond Hill,"9737 Yonge St Unit 203, Richmond Hill, ON L4C 8S7",Closed. Opens at 10:00 a.m.,livinglightingrichmondhill.com,(905) 737-7445,"VH88+32 Richmond Hill, Ontario",3.6,31 reviews
Garden center,Garden Centre at The Home Depot,"10885 Leslie St, Richmond Hill, ON L4S 0B2",Closed. Opens at 7:00 a.m.,homedepot.ca,(905) 787-7200,"WJ24+R7 Richmond Hill, Ontario",4.1,42 reviews
Electronics store,Best Buy,"225 High Tech Rd Unit 3, Richmond Hill, ON L4B 0A6",opening hr not provided,stores.bestbuy.ca,(905) 695-3906,"RHRJ+QX Richmond Hill, Ontario",3.6,"2,168 reviews"
Hardware store,RONA Markham,"8651 McCowan Rd, Markham, ON L3P 4H1",Closed. Opens at 7:00 a.m.,rona.ca,(905) 294-5200,"VPC8+J6 Markham, Ontario",3.8,276 reviews
Department store,Walmart Supercentre,"1070 Major Mackenzie Dr E A, Richmond Hill, ON L4S 1P3",Closed. Opens at 7:00 a.m.,walmart.ca,(905) 737-3457,"VHGR+WJ Richmond Hill, Ontario",4.0,"1,382 reviews"
Furniture store,Bouclair Home,"45 Red Maple Rd #4, Richmond Hill, ON L4B 4M6",opening hr not provided,bouclair.com,(905) 771-8003,"RHRH+JG Richmond Hill, Ontario",3.8,54 reviews
Hardware store,Winly Lock Company Inc.,"399 Confederation Pkwy #1, Concord, ON L4K 4S1",Closed. Opens at 8:00 a.m.,winlylockcompany.com,(905) 660-7831,"RGJ5+X8 Vaughan, Ontario",3.4,19 reviews
Carpet store,Area Rug Shop,"10775 Leslie St, Richmond Hill, ON L4B 1L8",Closed. Opens at 10:00 a.m.,arearugshop.ca,(905) 884-8784,"WJ24+35 Richmond Hill, Ontario",4.9,8 reviews
Department store,Walmart Supercentre,"255 Silver Linden Dr, Richmond Hill, ON L4B 4V5",Closed. Opens at 7:00 a.m.,walmart.ca,(905) 747-0628,"RHRM+RJ Richmond Hill, Ontario",3.9,"3,369 reviews"
Hardware store,TAG Hardware Distribution Center,"88 Villarboit Crescent Unit #2, Concord, ON L4K 4K2",Closed. Opens at 8:30 a.m.,taghardware.ca,(905) 597-4527,"RGG4+J8 Vaughan, Ontario",5.0,1 review
Hardware store,MDHreno,"145 Royal Crest Ct, Markham, ON L3R 0A2",Open now: Open 24 hours,website not available,(416) 826-1286,"RMRG+55 Markham, Ontario",review not available,not available
Hardware store,BRS Hardware,"777 Alness St, North York, ON M3J 2H8",Closed. Opens at 9:00 a.m.,brshardware.com,Phone not available,"QGHG+5C North York, Toronto, ON",4.0,6 reviews
Building materials store,Eastway Home Hardware Building Centre,"555 Denison St Unit A, Markham, ON L3R 1B8",Closed. Opens at 8:00 a.m.,eastwayhomehardware.com,(905) 305-9988,"RMF5+72 Markham, Ontario",3.8,122 reviews
Hardware store,Door Hardware Toronto,"200 Edgeley Blvd, Concord, ON L4K 3Y8",Closed. Opens at 10:00 a.m.,door-hardware.ca,(416) 628-1297,"RF3F+FX Vaughan, Ontario",4.5,8 reviews
Furniture store,Structube Richmond Hill,"45 Red Maple Rd Unit 5b, Richmond Hill, ON L4B 4M6",opening hr not provided,structube.com,(905) 764-4841,"RHRH+QV Richmond Hill, Ontario",3.2,87 reviews
Hardware store,Silverland Hardware,"226 Steelcase Rd W, Markham, ON L3R 1B3",Closed. Opens at 9:00 a.m.,silverland.ca,(416) 238-5898,"RJCR+HH Markham, Ontario",4.7,12 reviews
Office supply store,Staples,"1700 Elgin Mills Rd E Unit 2, Richmond Hill, ON L4S 0B2",opening hr not provided,stores.staples.ca,(905) 770-1600,"WJ25+5V Richmond Hill, Ontario",3.7,268 reviews
Warehouse,J B Equipment Sales Ltd,"475 Edward Ave, Richmond Hill, ON L4C 5E5",Closed. Opens at 8:00 a.m.,jbequipment.ca,(905) 883-0316,"VHWC+8R Richmond Hill, Ontario",4.4,9 reviews
Hardware store,Illumicor Inc,"866 Magnetic Dr, North York, ON M3J 2C4",Closed. Opens at 8:30 a.m.,illumicor.com,(416) 532-4131,"QGMC+CM North York, Toronto, ON",5.0,1 review
Glass cutting service,Amir Railing Inc,"14 Essex Ave #25, Thornhill, ON L3T 3Y7",Closed. Opens at 8:00 a.m.,business.site,(416) 580-7773,"RHPP+PF Markham, Ontario",5.0,1 review
Plumbing supply store,Thorndale International,"25 Valleywood Dr, Markham, ON L3R 5L9",Closed. Opens at 9:00 a.m.,website not available,(905) 940-2611,"VJ4Q+56 Markham, Ontario",review not available,not available
Hardware store,CIFOCA GLOBAL,"7030 Woodbine Ave Suite 500, Markham, ON L3R 6G2",Closed. Opens at 9:00 a.m.,website not available,+1 855-866-0426,"RJ7X+PV Markham, Ontario",review not available,not available
Hardware store,RONA North York (Sheppard),"258 Sheppard Ave E, North York, ON M2N 3B1",Closed. Opens at 7:00 a.m.,rona.ca,(416) 225-7726,"QJ72+Q6 North York, Toronto, ON",3.9,453 reviews
Office supply store,Staples,"45 Red Maple Rd, Richmond Hill, ON L4B 4M6",opening hr not provided,stores.staples.ca,(905) 882-6995,"RHRH+G4 Richmond Hill, Ontario",4.0,380 reviews
Hardware store,Metro Hardware & Maintenance Inc,"72 Martin Ross Ave, North York, ON M3J 2L4",Closed. Opens at 7:00 a.m.,metrohardware.ca,(416) 633-4293,"QGFF+JW North York, Toronto, ON",4.8,32 reviews
Dollar store,Your Dollar Store With More,"10785 Leslie St, Richmond Hill, ON L4S 1N6",Closed. Opens at 9:30 a.m.,dollarstore.ca,(905) 780-0404,"WJ23+6M Richmond Hill, Ontario",3.8,269 reviews
Blinds shop,Distinct Window Fashions,"13311 Yonge St #110, Richmond Hill, ON L4E 3L6",Closed. Opens at 9:00 a.m.,distinctwindowfashions.ca,(905) 773-1271,"XG2V+RJ Richmond Hill, Ontario",5.0,114 reviews
Locks supplier,Amma Hardware Ltd,"540 Gordon Baker Rd, North York, ON M2H 3B4",Closed. Opens at 9:00 a.m.,website not available,(416) 849-7670,"RM54+Q7 North York, Toronto, ON",review not available,not available
Hardware store,Gripsgo Hardware,"Vaughan, ON L4K 1H5",opening hr not provided,website not available,Phone not available,"RG35+QH Vaughan, Ontario",review not available,not available
Antique store,Treasure Quest,"10520 Yonge St, Richmond Hill, ON L4C 3C7",Closed. Opens at 11:00 a.m.,treasurequest.business.site,(647) 998-5987,"VHM5+JH Richmond Hill, Ontario",4.9,12 reviews
Furniture store,The Brick,"45 Red Maple Rd, Richmond Hill, ON L4B 4M6",Closed. Opens at 10:00 a.m.,thebrick.com,(905) 731-2221,"RHRJ+Q3 Richmond Hill, Ontario",3.4,742 reviews
Musical instrument store,Cosmo Music - The Musical Instrument Superstore!,"10 Via Renzo Dr, Richmond Hill, ON L4S 0B6",Closed. Opens at 11:00 a.m.,cosmomusic.ca,+1 800-463-3000,"VJR4+7R Richmond Hill, Ontario",4.4,"2,284 reviews"
Kitchen furniture store,Lynx 87 Ltd,adress not available,Closed. Opens at 9:00 a.m.,website not available,(416) 669-0423,plus code available,4.3,7 reviews
Hardware store,DIY Tools,"2901 Steeles Ave W Unit 38, North York, ON M3J 3A5",Closed. Opens at 10:00 a.m.,diytools.co,(416) 667-8665,"QGJ4+8G North York, Toronto, ON",3.7,68 reviews
Furniture store,Ashley HomeStore,"45 Red Maple Rd, Richmond Hill, ON L4B 4M6",opening hr not provided,ashleyhomestore.ca,(905) 763-6020,"RHRH+PH Richmond Hill, Ontario",4.0,604 reviews
Glass & mirror shop,Tag Hardware,"311 Bowes Rd Unit B6, Concord, ON L4K 1J1",Closed. Opens at 8:00 a.m.,taghardware.ca,(905) 760-2000,"RG65+9C Vaughan, Ontario",5.0,26 reviews
Hardware store,Uptown Hardware Ltd,"307 Edgeley Blvd Unit 10, Concord, ON L4K 3Z5",Closed. Opens at 7:00 a.m.,uptownhardware.ca,(905) 669-0950,"RF28+6P Vaughan, Ontario",4.9,10 reviews
Hardware store,Camdiam Inc. Diamond Tools & PCD Tools Supplier,"185 Riviera Dr, Markham, ON L3R 5J6",Closed. Opens at 9:00 a.m.,camdiam.com,(905) 513-0707,"RMM6+6W Markham, Ontario",5.0,1 review
Party store,Party City,"9625 Yonge St, Richmond Hill, ON L4C 5T2",Closed. Opens at 10:00 a.m.,partycity.ca,(905) 787-8454,"VH68+HJ Richmond Hill, Ontario",3.5,455 reviews
Hardware store,Lowe's Home Improvement,"100 Edgeley Blvd, Vaughan, ON L4K 5W7",opening hr not provided,lowes.ca,(905) 532-5630,"QFW8+98 Vaughan, Ontario",3.8,"1,126 reviews"
Hardware store,Roca Hardware,"390 Edgeley Blvd #1, Concord, ON L4K 3Z6",Closed. Opens at 9:00 a.m.,rocadesign.ca,(905) 761-2855,"RF37+7Q Vaughan, Ontario",4.5,22 reviews
Home improvement store,National Hardware Sales Ltd.,"500 Alden Rd #5, Markham, ON L3R 5H5",Closed. Opens at 9:00 a.m.,nationalhardware.ca,(905) 513-3994,"RMP8+49 Markham, Ontario",4.5,10 reviews
Hardware store,Winnec Inc,"61 Telson Rd Unit 4, Markham, ON L3R 1E4",Closed. Opens at 9:00 a.m.,winnecinc.com,(905) 604-5515,"RM95+XP Markham, Ontario",5.0,1 review
Hardware store,Luxury Glass & Hardware,"40 N Rivermede Rd Unit #2, Concord, ON L4K 5V4",Closed. Opens at 9:00 a.m.,luxuryglassandhardware.com,(416) 240-8686,"RGC7+8X Vaughan, Ontario",review not available,not available
Hardware store,LAWRENCE HARDWARE INC.,"676 Petrolia Rd, North York, ON M3J 2V2",Closed. Opens at 8:30 a.m.,lawrencehardware.com,(416) 667-9593,"QGH6+39 North York, Toronto, ON",review not available,not available
Mattress store,The Brick Mattress Store,"1500 Elgin Mills Rd E, Richmond Hill, ON L4S 0B2",opening hr not provided,thebrick.com,(905) 780-1082,"VJX3+JW Richmond Hill, Ontario",4.2,33 reviews
Hardware store,Pomelli Designs,"61 Telson Rd #4, Markham, ON L3R 1E4",Closed. Opens at 9:00 a.m.,pomellidesigns.com,(905) 604-5515,"RM95+VP Markham, Ontario",5.0,1 review
Hardware store,Rada Mechanical Products Ltd,"3993 Stouffville Rd, Whitchurch-Stouffville, ON L4A 7X5",opening hr not provided,website not available,(905) 640-0538,"XM3G+P5 Whitchurch-Stouffville, Ontario",review not available,not available
Tool rental service,Tool Rental at The Home Depot,"10885 Leslie St, Richmond Hill, ON L4S 0B2",Closed. Opens at 7:00 a.m.,stores.homedepot.ca,(905) 787-7206,"WJ23+MV Richmond Hill, Ontario",5.0,1 review
Hardware store,Ozone Resources Ltd.,"311 Bowes Rd #6, Concord, ON L4K 3M5",Closed. Opens at 9:00 a.m.,ozonecanada.com,(647) 200-4244,"RG65+74 Vaughan, Ontario",review not available,not available
Warehouse,Newegg Canada,"55 East Beaver Creek Rd E, Richmond Hill, ON L4B 1E8",Closed. Opens at 9:00 a.m.,newegg.ca,(905) 763-4488,"VJ49+XH Richmond Hill, Ontario",2.2,258 reviews
Hardware store,Pasquale's Hardware,"4363 Steeles Ave W, North York, ON M3N 1V7",Closed. Opens at 7:30 a.m.,website not available,(416) 663-1218,"QFF9+6P North York, Toronto, ON",5.0,8 reviews
Hardware store,Commercial Door Hardware,adress not available,Closed. Opens at 9:30 a.m.,commercial-door-hardware.ca,(416) 628-1297,plus code available,review not available,not available
Department store,Canadian Tire,"2900 Major Mackenzie Dr E, Markham, ON L6C 0G6",Closed. Opens at 8:00 a.m.,canadiantire.ca,(416) 907-8237,"VJPH+HG Markham, Ontario",3.3,"1,143 reviews"
Sign shop,Signarama Richmond Hill,"155 West Beaver Creek Rd #8, Richmond Hill, ON L4B 1E1",Closed. Opens at 10:00 a.m.,signarama-richmondhill.com,(905) 237-8485,"RJX6+HV Richmond Hill, Ontario",5.0,51 reviews
Optician,Optical Shop Of Richmond Hill Inc,"9184 Yonge St, Richmond Hill, ON L4C 7A1",Closed. Opens at 11:00 a.m.,website not available,(905) 764-6538,"VH28+CP Richmond Hill, Ontario",5.0,11 reviews
Grocery store,Sobeys Jefferson Square,"11700 Yonge St, Richmond Hill, ON L4E 0K4",opening hr not provided,sobeys.com,(905) 508-7585,"WH62+RG Richmond Hill, Ontario",4.2,681 reviews
Hardware store,Manor Home Improvements,"Toronto, ON M3H 5J9",Closed. Opens at 8:00 a.m.,website not available,(416) 636-7935,"QG7V+46 Toronto, Ontario",review not available,not available
Hardware store,Berenson Inc.,"321 Hanlan Rd #1, Woodbridge, ON L4L 3R7",opening hr not provided,berenson.ca,(905) 264-1494,"QC9V+WJ Vaughan, Ontario",4.6,42 reviews
Cell phone store,Rogers,"1070 Major Mackenzie Dr E Unit M2, Richmond Hill, ON L4S 1P3",Closed. Opens at 10:00 a.m.,rogers.com,(905) 508-2907,"VHGR+WJ Richmond Hill, Ontario",2.8,80 reviews
Bathroom supply store,Amati Canada,"105 Doncaster Ave, Thornhill, ON L3T 1L6",opening hr not provided,amaticanada.com,(905) 709-0881,"RH3P+PP Markham, Ontario",4.2,55 reviews
Glass industry,IDEAL GLASS HARDWARE,"951 Denison St #20, Markham, ON L3R 3W9",Closed. Opens at 9:00 a.m.,iglasshardware.com,(905) 940-1363,"RMG9+GX Markham, Ontario",5.0,13 reviews
Pet supply store,PetSmart,"225 High Tech Rd, Richmond Hill, ON L4B 0A6",Closed. Opens at 9:00 a.m.,petsmart.ca,(905) 764-6116,"RHRJ+QQ Richmond Hill, Ontario",4.2,967 reviews
Discount store,Dollarama,"11700 Yonge St, Richmond Hill, ON L4E 0K4",Closed. Opens at 9:30 a.m.,dollarama.com,(905) 883-0034,"WH62+XF Richmond Hill, Ontario",4.2,141 reviews
Hardware store,Link Glass Hardware,"Vaughan, ON L4K 1Z2",opening hr not provided,website not available,Phone not available,"RF5X+PX Vaughan, Ontario",review not available,not available
Shipping and mailing service,The UPS Store,"10520 Yonge St, Richmond Hill, ON L4C 3C7",Closed. Opens at 9:00 a.m.,theupsstore.ca,(905) 737-5277,"VHM5+HG Richmond Hill, Ontario",3.2,77 reviews
Pet supply store,PetSmart,"1700 Elgin Mills Rd E Unit 1, Richmond Hill, ON L4S 0B2",Closed. Opens at 9:00 a.m.,petsmart.ca,(905) 787-8740,"WJ25+7V Richmond Hill, Ontario",4.3,544 reviews
Hardware store,MPSS Products,"640 Petrolia Rd, North York, ON M3J 2W3",Closed. Opens at 8:30 a.m.,mpss.ca,(416) 650-1739,"QGG6+68 North York, Toronto, ON",5.0,1 review
Hardware store,Pomelli Designs,"7250 Keele St unit 280, Concord, ON L4K 1Z8",opening hr not provided,pomellidesigns.com,+1 877-489-3351,"QGP2+RM Vaughan, Ontario",5.0,4 reviews
Hardware store,Modern Decor Building Supplies 时新建材,"4138 Midland Ave, Scarborough, ON M1V 4S7",Closed. Opens at 7:30 a.m.,website not available,(416) 298-9664,"RPF3+2G Scarborough, Toronto, ON",4.2,12 reviews
Home goods store,Uniteck Hardware Inc.,"110 Denison St UNIT 10, Markham, ON L3R 1B6",Closed. Opens at 9:00 a.m.,unihopper.biz,(905) 470-1063,"RJCW+J4 Markham, Ontario",review not available,not available
Hardware store,H & S Building Supplies Ltd,"96 Maplecrete Rd, Concord, ON L4K 2B5",Closed. Opens at 7:00 a.m.,hsbuild.com,(905) 738-6003,"QFQJ+G3 Vaughan, Ontario",3.4,11 reviews
Hardware store,Posh Brass Hardware,"636 Petrolia Rd, North York, ON M3J 2W3",Closed. Opens at 9:30 a.m.,poshbrasshardware.com,(416) 787-8866,"QGG6+59 North York, Toronto, ON",4.9,8 reviews
Fabric store,King Drapery Hardware,"441 Esna Park Dr #8, Markham, ON L3R 1H7",Closed. Opens at 9:00 a.m.,kingdraperyhardware.com,(647) 688-9228,"RMC7+99 Markham, Ontario",4.5,8 reviews
Warehouse store,Costco Wholesale,"35 John Birchall Rd, Richmond Hill, ON L4S 0B2",opening hr not provided,costco.ca,(905) 780-2100,"WJ25+MM Richmond Hill, Ontario",4.3,"4,788 reviews"
Cell phone store,Rogers,"9350 Yonge St Unit H018, Richmond Hill, ON L4C 5G2",Closed. Opens at 11:00 a.m.,rogers.com,(905) 770-4433,"VH47+CJ Richmond Hill, Ontario",3.3,69 reviews
Craft store,Michaels,"20 John Birchall Rd #2, Richmond Hill, ON L4S 0B2",Closed. Opens at 10:00 a.m.,locationsca.michaels.com,(905) 780-7717,"WJ24+4V Richmond Hill, Ontario",4.1,947 reviews
Department store,Hudson's Bay,"9350 Yonge St, Richmond Hill, ON L4C 5G2",opening hr not provided,locations.thebay.com,(905) 883-1222,"VH37+WQ Richmond Hill, Ontario",4.0,"1,184 reviews"
Tire shop,Kal Tire,"10695 Yonge St, Richmond Hill, ON L4C 3E1",Closed. Opens at 8:00 a.m.,kaltire.com,(289) 809-3745,"VHQ5+7P Richmond Hill, Ontario",4.4,101 reviews
Home improvement store,The Home Depot,"55 Cityview Blvd, Vaughan, ON L4H 4E8",opening hr not provided,stores.homedepot.ca,(905) 303-2323,"RCXX+73 Vaughan, Ontario",4.0,805 reviews
Shipping and mailing service,The UPS Store,"13085 Yonge St Unit #19, Richmond Hill, ON L4E 0K2",Closed. Opens at 9:00 a.m.,theupsstore.ca,(905) 773-5006,"WGXW+62 Richmond Hill, Ontario",4.0,169 reviews
Hardware store,Dynamic Flooring Concepts,"8560 Jane St #1, Concord, ON L4K 5A9",Closed. Opens at 9:00 a.m.,dynamicflooring.com,(905) 760-0032,"RF7C+Q6 Vaughan, Ontario",4.8,36 reviews
Home improvement store,Toronto Door Hardware Outlet,"226 Wildcat Rd, North York, ON M3J 2N5",Closed. Opens at 10:00 a.m.,renovationoutlet.ca,(416) 822-7588,"QGH6+96 North York, Toronto, ON",5.0,157 reviews
Grocery store,Longo's Richmond Hill,"10860 Yonge St, Richmond Hill, ON L4C 3E4",Closed. Opens at 8:00 a.m.,longos.com,(905) 770-7029,"VHR4+QC Richmond Hill, Ontario",4.5,337 reviews
