google_category,title,address,opening_hrs,website,phone,plus_code,review,total number of reviews
Toy store,Classic Toy,"2180 Hwy 7 W, Concord, ON L4K 1W6",opening hr not provided,classictoyco.com,(289) 597-7000,"RG23+X5 Vaughan, Ontario",review not available,not available
Toy store,Disney Store,"1 Bass Pro Mills Dr, Vaughan, ON L4K 5W4",opening hr not provided,stores.shopdisney.com,(905) 760-8111,"RFF6+W6 Vaughan, Ontario",4.4,338 reviews
Sports memorabilia store,Collectors Dreams,"10520 Yonge St #31, Richmond Hill, ON L4C 3C7",Opens at 11:00 a.m.,collectorsdreams.ca,(905) 508-6935,"VHM5+R8 Richmond Hill, Ontario",3.9,38 reviews
Lingerie store,Dick & Jane Romance Boutique,adress not available,Open now: Open 24 hours,dickandjane.ca,(905) 508-0110,plus code available,3.6,17 reviews
Toy store,Snoopy Boutique,"1 Canada's Wonderland Drive, Maple, ON L6A 1S6",opening hr not provided,canadaswonderland.com,(905) 832-7000,"RFQ3+CW Vaughan, Ontario",4.1,16 reviews
Toy store,toydonut,adress not available,opening hr not provided,toydonut.com,Phone not available,plus code available,5.0,7 reviews
Department store,Walmart Supercentre,"1070 Major Mackenzie Dr E A, Richmond Hill, ON L4S 1P3",opening hr not provided,walmart.ca,(905) 737-3457,"VHGR+WJ Richmond Hill, Ontario",4.0,"1,382 reviews"
Toy store,Avatar Toy Inc.,"4723 Steeles Ave E, Scarborough, ON M1V 4S5",opening hr not provided,website not available,Phone not available,"RMFX+RG Scarborough, Toronto, ON",3.0,1 review
Toy store,ToysRUs,"200 Windflower Gate, Woodbridge, ON L4L 9K8",Closed,toysrus.ca,(905) 265-8697,"QCRV+3V Vaughan, Ontario",4.0,254 reviews
Fashion accessories store,Claire's,"9350 Yonge St, Richmond Hill, ON L4C 5G2",opening hr not provided,stores.claires.com,(905) 508-7299,"VH47+CJ Richmond Hill, Ontario",3.9,30 reviews
Collectibles store,Planet X,"815 Major Mackenzie Dr E, Richmond Hill, ON L4C 9X2",Opens at 11:00 a.m.,eplanetx.com,(905) 883-9324,"VHGP+7C Richmond Hill, Ontario",4.3,72 reviews
Department store,Walmart Supercentre,"255 Silver Linden Dr, Richmond Hill, ON L4B 4V5",opening hr not provided,walmart.ca,(905) 747-0628,"RHRM+RJ Richmond Hill, Ontario",3.9,"3,369 reviews"
Toy store,Zibbers Inc,"620 Supertest Rd, North York, ON M3J 2M5",Opens at 10:00 a.m.,website not available,(416) 787-8516,"QGGF+G8 North York, Toronto, ON",3.0,2 reviews
Book store,Paper Pipit {A Wonder Shop},"9100 Bathurst St Unit 7, Thornhill, ON L4J 8C7",Opens at 10:00 a.m.,paperpipit.com,(905) 889-2066,"RGVR+5P Vaughan, Ontario",4.9,17 reviews
Book store,Indigo,"9350 Yonge St Unit # Y010, Richmond Hill, ON L4C 5G2",Opens at 11:00 a.m.,chapters.indigo.ca,(905) 508-9538,"VH47+9G Richmond Hill, Ontario",4.5,822 reviews
Toy store,Mastermind Toys,"Heritage, 8555 McCowan Rd, Unionville, ON L3P 1W9",Opens at 11:00 a.m.,mastermindtoys.com,(905) 294-9095,"VP98+H7 Markham, Ontario",4.2,271 reviews
Toy store,The Toy Guy Inc.,adress not available,Opens at 10:00 a.m.,toyguy.ca,(647) 216-2985,plus code available,review not available,not available
Craft store,Michaels,"20 John Birchall Rd #2, Richmond Hill, ON L4S 0B2",Opens at 10:00 a.m.,locationsca.michaels.com,(905) 780-7717,"WJ24+4V Richmond Hill, Ontario",4.1,948 reviews
Toy store,"Toys""R""Us","Markville Shopping Centre, 5000 Hwy 7, Markham, ON L3R 4M9",Closed,toysrus.ca,(905) 946-8697,"VP96+7M Markham, Ontario",3.2,130 reviews
Party store,Magen Toys,"30 Rivermede Rd #2, Concord, ON L4K 3N3",Opens at 9:00 a.m.,magentoys.ca,(905) 761-0076,"RG68+RR Vaughan, Ontario",5.0,4 reviews
Baby store,Bechimex Corporation,"1255 Reid St, Richmond Hill, ON L4B 1G1",Opens at 9:00 a.m.,bechimex.com,(905) 470-2688,"RJX7+VP Richmond Hill, Ontario",review not available,not available
Toy store,Gia Wellness,"116 Viceroy Rd, Concord, ON L4K 2M3",opening hr not provided,website not available,(416) 444-4425,"QGPF+X7 Vaughan, Ontario",review not available,not available
Art supply store,DeSerres,"9325 Yonge St, Richmond Hill, ON L4C 1V4",Opens at 11:00 a.m.,deserres.ca,(905) 780-1771,"VH49+CC Richmond Hill, Ontario",4.4,319 reviews
Toy store,Mind Games,"17600 Yonge St, Newmarket, ON L3Y 4Z1",opening hr not provided,mindgames.ca,(905) 235-8697,"3G47+CQ Newmarket, Ontario",3.9,13 reviews
Department store,Bed Bath & Beyond,"225 High Tech Rd Unit 1, Richmond Hill, ON L4B 0A6",Opens at 9:00 a.m.,stores.bedbathandbeyond.ca,(905) 762-1233,"RHRJ+PJ Richmond Hill, Ontario",3.9,775 reviews
Toy store,Toys R Us,"5500 York Regional Rd 7, Markham, ON L3P 1N4",opening hr not provided,toysrus.ca,(905) 946-8697,"VPCH+33 Markham, Ontario",5.0,1 review
Toy store,Disney Store,"17600 Yonge St, Newmarket, ON L3Y 4Z1",opening hr not provided,stores.shopdisney.com,(905) 836-0523,"3G48+F5 Newmarket, Ontario",4.4,196 reviews
Toy store,Chat-R Wireless,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4",Closed,website not available,(905) 482-8480,"RFG6+5J Vaughan, Ontario",4.0,2 reviews
Toy store,Maplelea Canadian Girl Dolls,"619 Steven Ct Unit 6, Newmarket, ON L3Y 6Z3",opening hr not provided,maplelea.com,+1 800-668-4339,"2GQW+4Q Newmarket, Ontario",4.1,29 reviews
Toy store,Pennylane Trading International Ltd,"358 Flint Road, North York, ON M3J 2J4",opening hr not provided,website not available,(416) 661-7781,"QGCC+52 North York, Toronto, ON",5.0,1 review
Video game store,EB Games,"1070 Major Mackenzie Dr E, Richmond Hill, ON L4S 1P3",Opens at 10:00 a.m.,ebgames.ca,(905) 883-8060,"VHGP+VC Richmond Hill, Ontario",4.1,259 reviews
Hobby store,G Nation toys and hobbies,"148-4750 Yonge St, North York, ON M2N 0J6",Opens at 12:00 p.m.,website not available,(647) 979-5586,"QH5Q+WM North York, Toronto, ON",4.8,4 reviews
Second hand store,Value Village,"10620 Yonge St, Richmond Hill, ON L4C 3C8",Closed today,stores.savers.com,(905) 737-7444,"VHP5+C3 Richmond Hill, Ontario",3.9,989 reviews
Toy store,Mastermind Toys,"3350 Yonge St, Toronto, ON M4N 2M7",Opens at 10:00 a.m.,mastermindtoys.com,(416) 487-7177,"PHJW+R7 Toronto, Ontario",4.5,207 reviews
Toy store,VAVA Toronto,"5451 Yonge St, North York, ON M2N 5S1",opening hr not provided,vavatoronto.com,(416) 222-9888,"QHGP+W4 North York, Toronto, ON",4.1,55 reviews
Educational consultant,Logics Academy,"120 East Beaver Creek Rd Suite 200, Richmond Hill, ON L4B 4V1",Opens at 9:00 a.m.,logicsacademy.com,(905) 604-8445,"VJ3F+25 Richmond Hill, Ontario",5.0,1 review
Dollar store,Your Dollar Store With More,"10785 Leslie St, Richmond Hill, ON L4S 1N6",Opens at 9:30 a.m.,dollarstore.ca,(905) 780-0404,"WJ23+6M Richmond Hill, Ontario",3.8,270 reviews
Adult entertainment store,Aren't We Naughty Sex Toys Shop and Lingerie Store Toronto - Yonge,"5296 Yonge St, North York, ON M2N 5P7",Opens at 11:00 a.m.,arentwenaughty.com,(416) 733-9876,"QHFP+27 North York, Toronto, ON",3.9,21 reviews
