google_category,title,address,opening_hrs,website,phone,plus_code,review,total number of reviews
Office furniture store,Golden Wind Office Furniture Co. Ltd,"7855 Keele St, Concord, ON L4K 1Y6",Opens at 10:00 a.m.,gwfurniture.ca,(905) 532-9088,"RG32+46 Vaughan, Ontario",3.1,7 reviews
Office furniture store,Office Toronto,"55 Austin Dr, Unionville, ON L3R 4S8",Opens at 10:00 a.m.,officetoronto.com,(416) 798-7051,"VP84+J8 Markham, Ontario",4.0,1 review
Safety equipment supplier,Grainger Industrial Supply - Corporate Office,"123 Commerce Valley Dr E #700, Thornhill, ON L3T 7W8",Opens at 8:30 a.m.,grainger.ca,+1 888-602-0000,"RJRG+7C Markham, Ontario",2.9,21 reviews
Toner cartridge supplier,Island Ink-Jet & Toner Cartridges,adress not available,Opens at 9:00 a.m.,islandinkjet.com,+1 877-446-5538,plus code available,1.0,1 review
Event technology service,Vernon Technology Solutions,"27 Staples Ave Unit 1-3, Richmond Hill, ON L4B 0B5",Opens at 9:00 a.m.,vernontechnology.com,+1 877-752-0916,"VJF7+79 Richmond Hill, Ontario",5.0,1 review
Office supply store,Digital Office Systems Inc,"61 Rayette Rd, Concord, ON L4K 2E8",opening hr not provided,website not available,(905) 532-0466,"RG43+MG Vaughan, Ontario",review not available,not available
Office furniture store,Trend Office Interiors,"960 Edgeley Blvd, Concord, ON L4K 4V4",Opens at 9:00 a.m.,trendofficeinteriors.ca,(905) 532-0187,"RF96+73 Vaughan, Ontario",5.0,1 review
Office furniture store,Armstrong Office Interiors Ltd,"7321 Victoria Park Ave Suite 22, Markham, ON L3R 2Z8",Opens at 9:00 a.m.,armstrongoffice.ca,(416) 494-7300,"RMC4+6M Markham, Ontario",5.0,1 review
Office furniture store,Orbit Beauty & Office Furn Inc,"150 Connie Crescent, Concord, ON L4K 1L9",Opens at 10:00 a.m.,website not available,(905) 669-6604,"RG96+RX Vaughan, Ontario",5.0,1 review
Office furniture store,OJC Furniture,adress not available,Opens at 9:00 a.m.,website not available,(647) 406-3728,plus code available,5.0,1 review
Office furniture store,Mondo Office Furniture Inc,"344 Edgeley Blvd, Concord, ON L4K 4B7",opening hr not provided,website not available,(905) 669-0112,"RF28+H3 Vaughan, Ontario",review not available,not available
Office furniture store,The Collective (formerly SCI Interiors),"11 Allstate Pkwy suite 204, Markham, ON L3R 9T8",Opens at 8:30 a.m.,collective.space,(905) 479-7007,"VJ2P+55 Markham, Ontario",5.0,5 reviews
Home improvement store,The Home Depot,"10885 Leslie St, Richmond Hill, ON L4S 0B2",opening hr not provided,stores.homedepot.ca,(905) 787-7200,"WJ24+J3 Richmond Hill, Ontario",4.0,"1,055 reviews"
Distribution service,Renaissance Office Supplies & Equipment Ltd,"75 Mary St, Aurora, ON L4G 1G3",Opens at 9:00 a.m.,renaissanceoffice.com,(905) 727-1567,"XGXW+MJ Aurora, Ontario",review not available,not available
Office furniture store,Airopedic International Inc.,"7250 Keele St, Concord, ON L4K 1Z8 / Unit, Vaughan, #133",Opens at 9:00 a.m.,airopedic.com,(905) 760-7771,"QGP3+Q2 Vaughan, Ontario",5.0,2 reviews
Home improvement store,The Home Depot,"50 Red Maple Rd, Richmond Hill, ON L4B 4K1",opening hr not provided,stores.homedepot.ca,(905) 763-2311,"RHRG+9F Richmond Hill, Ontario",4.0,"1,523 reviews"
Department store,Canadian Tire,"11720 Yonge St, Richmond Hill, ON L4E 0K4",Opens at 8:00 a.m.,canadiantire.ca,(905) 884-9009,"WH72+79 Richmond Hill, Ontario",3.6,"1,017 reviews"
Office supply store,Staples,"17810 Yonge St Bldg. A, Newmarket, ON L3Y 8S1",opening hr not provided,stores.staples.ca,(905) 898-3956,"3G68+92 Newmarket, Ontario",3.5,307 reviews
Office supply store,Everyday Office Supplies Inc.,"2700 Dufferin St, York, ON M6B 4J3",Opens at 9:00 a.m.,shopeveryday.ca,(416) 652-6829,"PG2W+RV York, Toronto, ON",4.6,9 reviews
Office supply store,Supon Voice - Dictation Products Canada,"3950 14th Ave #102, Markham, ON L3R 0A9",opening hr not provided,suponvoice.com,(905) 479-9245,"RMQH+V2 Markham, Ontario",review not available,not available
Office furniture store,CHO1CE Office Installations Inc.,"201 Limestone Crescent, North York, ON M3J 2R1",Opens at 8:30 a.m.,choiceofficeinstallations.com,(416) 645-8095,"QGJ7+5Q North York, Toronto, ON",4.2,10 reviews
Office furniture store,Salix Group Office Furniture,"70 Ferrier St, Markham, ON L3R 2Z5",Opens at 8:30 a.m.,salixgroup.com,(416) 499-4577,"RMGC+43 Markham, Ontario",review not available,not available
Office supply store,EZselection.ca,"61 Telson Rd #2, Markham, ON L3R 1E4",Opens at 9:00 a.m.,ezselection.ca,+1 866-633-3870,"RM95+XM Markham, Ontario",4.2,26 reviews
Shipping and mailing service,The UPS Store,"13085 Yonge St Unit #19, Richmond Hill, ON L4E 0K2",Opens at 9:00 a.m.,theupsstore.ca,(905) 773-5006,"WGXW+62 Richmond Hill, Ontario",4.0,169 reviews
Office supply store,Ark Stationery Limited,adress not available,Opens at 9:00 a.m.,ark-stationery.com,Phone not available,plus code available,4.0,1 review
Office furniture store,PC350 - Partition Components Inc.,"130 Nolan Ct, Markham, ON L3R 2V7",Opens at 7:00 a.m.,pc350.com,(905) 475-6022,"RJFV+G7 Markham, Ontario",review not available,not available
Department store,Canadian Tire,"250 Silver Linden Dr, Richmond Hill, ON L4B 4W7",Opens at 9:00 a.m.,canadiantire.ca,(905) 731-3100,"RHRP+XM Richmond Hill, Ontario",3.6,"1,603 reviews"
Furniture store,Ethan Allen,"8134 Yonge St, Thornhill, ON L4J 1W4",opening hr not provided,ethanallen.ca,(905) 889-7761,"RHGF+74 Vaughan, Ontario",4.6,81 reviews
Office furniture store,Technowin Inc.,"5500 Yonge St Unit 1505, North York, ON M2N 7L1",Opens at 9:00 a.m.,technowin.ca,(647) 625-8312,"QHHM+8R North York, Toronto, ON",review not available,not available
Scrapbooking store,Alcorion Consulting Inc.,"46 Berwick Crescent Unit 3, Richmond Hill, ON L4C 0C3",Opens at 9:00 a.m.,website not available,(437) 375-8121,"VH4F+84 Richmond Hill, Ontario",review not available,not available
Office supply store,Cushion Air Packaging,"4789 Yonge St #514, Toronto, ON M2N 0G3",opening hr not provided,cushionairpackaging.com,(905) 738-6845,"QH6Q+FX Toronto, Ontario",review not available,not available
Office furniture store,Global Furniture Group,"1350 Flint Rd, North York, ON M3J 2J7",Opens at 9:00 a.m.,globalfurnituregroup.com,(416) 661-3660,"QGJC+M7 North York, Toronto, ON",3.9,11 reviews
Office furniture store,Hollend Furnishings Ltd,"411 Confederation Pkwy, Concord, ON L4K 0A8",opening hr not provided,hollend.com,(905) 738-1233,"RGM5+64 Vaughan, Ontario",5.0,2 reviews
Print shop,Staples Print & Marketing Services,"1700 Elgin Mills Rd E Unit 2, Richmond Hill, ON L4S 0B2",Opens at 12:00 p.m.,staplescopyandprint.ca,(905) 770-6276,"WJ25+5V Richmond Hill, Ontario",5.0,1 review
Art supply store,DeSerres,"9325 Yonge St, Richmond Hill, ON L4C 1V4",Opens at 11:00 a.m.,deserres.ca,(905) 780-1771,"VH49+CC Richmond Hill, Ontario",4.4,319 reviews
Office furniture store,Shyne Display Group,"746 Warden Ave #13, Scarborough, ON M1L 4A2",Opens at 9:00 a.m.,website not available,(416) 358-2794,"XJCR+QM Whitchurch-Stouffville, Ontario",review not available,not available
Furniture store,Leon's Furniture,"10875 Yonge St, Richmond Hill, ON L4C 3E3",Opens at 9:00 a.m.,leons.ca,(905) 770-4424,"VHR5+WH Richmond Hill, Ontario",3.4,301 reviews
Office supply store,Getstamps.ca Ltd,"418 1, 7357 Woodbine Ave, Markham, ON L3R 6L3",Opens at 9:00 a.m.,getstamps.ca,(647) 360-3078,"RMF2+53 Markham, Ontario",5.0,3 reviews
Office furniture store,Toronto Office Furniture - Officestock,"80 Rolark Dr, Scarborough, ON M1R 4G2",Opens at 8:00 a.m.,officestock.ca,(647) 499-6656,"QP94+29 Scarborough, Toronto, ON",4.9,154 reviews
Shipping and mailing service,The UPS Store,"10520 Yonge St, Richmond Hill, ON L4C 3C7",Opens at 9:00 a.m.,theupsstore.ca,(905) 737-5277,"VHM5+HG Richmond Hill, Ontario",3.2,77 reviews
Office furniture store,Formline Sales Limited,"35 Hastings Dr, Unionville, ON L3R 4Y5",opening hr not provided,formlinesales.com,(905) 604-4595,"VMCQ+9P Markham, Ontario",3.0,1 review
Office furniture store,Ronen Systems Ltd,"48 Torbay Rd, Markham, ON L3R 1G6",Opens at 8:30 a.m.,ronensystems.com,(905) 475-0777,"RM93+RH Markham, Ontario",5.0,1 review
Office furniture store,Ergonomic Accessories Inc.,"1166 Gorham St #2, Newmarket, ON L3Y 8W4",Opens at 8:00 a.m.,ergonomicaccessories.com,(905) 830-4441,"3H4F+VM Newmarket, Ontario",5.0,2 reviews
Mobile phone repair shop,"Future Gadgets OneStop Cellular & MacBook Sales and Repair Shop,","10909 Yonge St, Richmond Hill, ON L4C 3E3",Opens at 10:00 a.m.,future-gadgets.business.site,(905) 770-7331,"VHV5+6M Richmond Hill, Ontario",4.7,234 reviews
Office furniture store,Furniture Service Group,"365 Flint Rd unit 4-5, North York, ON M3J 2J2",Opens at 8:00 a.m.,fsgoffice.com,(416) 779-3661,"QGCC+Q3 North York, Toronto, ON",review not available,not available
Office supply store,Island Ink-Jet & Laser Toners Markham,"Sherwood Plaza (Dollarama, Service Ontario, 5694 Hwy 7, Markham, ON L3P 1P4",Opens at 9:00 a.m.,islandinkjet.com,(905) 471-4600,"VPCJ+QH Markham, Ontario",4.4,74 reviews
Furniture store,The Brick,"45 Red Maple Rd, Richmond Hill, ON L4B 4M6",Opens at 10:00 a.m.,thebrick.com,(905) 731-2221,"RHRJ+Q3 Richmond Hill, Ontario",3.4,743 reviews
Office furniture store,V I P Bargains,"502 McNicoll Ave, North York, ON M2H 2E1",Opens at 9:00 a.m.,vipbargains.ca,(416) 492-4462,"RM35+QM North York, Toronto, ON",5.0,7 reviews
Office furniture store,Global Express A Division Of Global Upholstery,"177a Snidercroft Rd, Concord, ON L4K 2J8",opening hr not provided,globalfurnituregroup.com,(905) 660-5101,"QFQW+3F Vaughan, Ontario",4.3,9 reviews
Office supply store,TEKBURG,"400 Applewood Crescent #100, Concord, ON L4K 0C3",Opens at 9:00 a.m.,tekburg.ca,(647) 849-6828,"RF35+HM Vaughan, Ontario",5.0,5 reviews
Sign shop,Signarama Richmond Hill,"155 West Beaver Creek Rd #8, Richmond Hill, ON L4B 1E1",Opens at 10:00 a.m.,signarama-richmondhill.com,(905) 237-8485,"RJX6+HV Richmond Hill, Ontario",5.0,51 reviews
Office furniture store,Dy-Tech Chairs Manufacturing Inc,"320 Don Park Road, Unit 24, Markham, ON L3R 1J4",Opens at 8:30 a.m.,dytechchairs.com,(905) 940-1300,"RMG5+62 Markham, Ontario",review not available,not available
Office furniture store,Barry's Office Furniture,"134 Cartwright Ave, North York, ON M6A 1V2",Opens at 11:00 a.m.,barrysofficefurniture.com,(416) 971-5054,"PGCJ+RW North York, Toronto, ON",4.4,37 reviews
Furniture store,Office Furniture Wholesale,"3280 Steeles Av W, Concord, ON L4K 2Y2",opening hr not provided,website not available,(905) 660-1616,"QFFF+R2 Vaughan, Ontario",3.0,2 reviews
Computer repair service,wireless Plus Ltd,"10088 Yonge St, Richmond Hill, ON L4C 1T8",Opens at 10:00 a.m.,wirelessplusca.com,(905) 237-6001,"VHF6+8V Richmond Hill, Ontario",4.4,43 reviews
Office furniture store,Fileco Inc,"177 Snidercroft Rd, Concord, ON L4K 2J8",Opens at 8:00 a.m.,website not available,(905) 660-9718,"QFPW+3V Vaughan, Ontario",4.5,13 reviews
Office furniture store,MANECO LTD.,"300 Steelcase Rd W, Markham, ON L3R 2W2",Open now: Open 24 hours,manecoltd.ca,(647) 921-9992,"RJFR+4M Markham, Ontario",review not available,not available
Office supply store,Samco Electric Supply,"511 Millway Ave, Concord, ON L4K 3V4",opening hr not provided,website not available,(905) 669-9556,"RF4C+X4 Vaughan, Ontario",review not available,not available
Department store,Walmart Supercentre,"700 Centre St, Vaughan, ON L4J 0A7",opening hr not provided,walmart.ca,(905) 709-4494,"RG6W+GQ Vaughan, Ontario",3.9,"1,334 reviews"
Health food store,Healthy Planet Richmond Hill,"10520 Yonge St Unit 32, Richmond Hill, ON L4C 3C7",Opens at 10:00 a.m.,healthyplanetcanada.com,(905) 884-8771,"VHM5+R5 Richmond Hill, Ontario",4.1,95 reviews
Health food store,Down To Earth Natural Foods Inc.,"10720 Yonge St, Richmond Hill, ON L4C 3C9",Opens at 9:30 a.m.,downtoearthnaturalfoods.ca,(905) 737-0768,"VHQ5+J5 Richmond Hill, Ontario",4.6,31 reviews
Natural goods store,Nutrition House Rutherford Marketplace,"Rutherford Marketplace, 9342 Bathurst St Unit 3, Maple, ON L6A 4N9",Opens at 11:00 a.m.,nutritionhouse.com,(905) 832-5339,"RGXQ+HM Vaughan, Ontario",4.4,98 reviews
Health food store,BeyondYourFood.com Health Food Store,"10271 Yonge St #326, Richmond Hill, ON L4C 3B5",Open now: Open 24 hours,website not available,+1 800-613-5358,"VHH6+4M Richmond Hill, Ontario",5.0,1 review
Health food store,Organic Planet Health,"688 Major MacKenzie Dr E, Richmond Hill, ON L4C 1J9",opening hr not provided,organicplanetonline.ca,(905) 787-9900,"VHGM+H8 Richmond Hill, Ontario",5.0,8 reviews
Health food store,Glory Bee,"550 York Regional Rd 7, Richmond Hill, ON L4B 3Z4",opening hr not provided,website not available,(905) 709-2860,"RJV8+WG Richmond Hill, Ontario",5.0,1 review
Health food store,REANATRAL,"75 Norman Bethune Ave BCS Lab, Richmond Hill, ON L4B 0B6",Open now: Open 24 hours,reanatral.com,(416) 840-6496,"RJXF+RF Richmond Hill, Ontario",5.0,1 review
Vitamin & supplements store,Your Good Health,"9350 Yonge St, Richmond Hill, ON L4C 5G2",Opens at 10:00 a.m.,yourgoodhealth.com,(905) 508-1010,"VH37+M2 Richmond Hill, Ontario",4.8,8 reviews
Vitamin & supplements store,Popeye's Supplements Richmond Hill,"11108 Yonge St, Richmond Hill, ON L4C 0M6",Opens at 9:00 a.m.,popeyescanada.com,(905) 770-8900,"VHX4+69 Richmond Hill, Ontario",4.4,40 reviews
Sports nutrition store,S&H Health Foods,"Hillcrest Mall, 9350 Yonge St, Richmond Hill, ON L4C 5G2",opening hr not provided,sandhhealth.com,(905) 770-5694,"VH37+VF Richmond Hill, Ontario",3.0,3 reviews
Health food store,Great Mountain Ginseng,"CA Ontario, 550 Hwy 7 Unit A10 Richmond Hill, ON L4B 3Z4",Opens at 11:00 a.m.,greatmountainginseng.com,(905) 707-5728,"RJV8+XH Richmond Hill, Ontario",3.8,5 reviews
Natural goods store,Natural Life Health Market,"7700 Bathurst St #30, Thornhill, ON L4J 7Y3",Opens at 9:00 a.m.,naturallifemarket.com,(905) 707-3350,"RG6X+3M Vaughan, Ontario",4.7,41 reviews
Health food store,isellgrass.com,"25 Pollard St, Richmond Hill, ON L4B 1A8",Open now: Open 24 hours,isellgrass.com,+1 844-736-3393,"RJX6+33 Richmond Hill, Ontario",5.0,28 reviews
Health food store,H & A Health Products Inc.,"180 Brodie Dr, Richmond Hill, ON L4B 4W6",Opens at 9:00 a.m.,hacanada.com,(905) 237-7898,"VJF6+7V Richmond Hill, Ontario",review not available,not available
Natural goods store,Food Of The Gods,"9205 Bathurst St #9, Richmond Hill, ON L4C 0V9",opening hr not provided,foodofthegods.ca,(416) 823-2276,"RGWR+JP Richmond Hill, Ontario",review not available,not available
Health food store,Ontario herbs 安参行,"550 Hwy 7 Unit 71, Richmond Hill, ON L4B 3Z4",Opens at 12:00 p.m.,website not available,(416) 831-6789,"RJV8+WJ Richmond Hill, Ontario",review not available,not available
Vitamin & supplements store,Greeniche Natural Health,"40 Vogell Rd Suite 51, Richmond Hill, ON L4B 3N6",Opens at 9:00 a.m.,greeniche.com,(905) 237-2555,"VJ89+MG Richmond Hill, Ontario",4.7,40 reviews
Grocery store,Loblaws,"10909 Yonge St, Richmond Hill, ON L4C 3E3",opening hr not provided,loblaws.ca,(905) 737-1222,"VHV6+V4 Richmond Hill, Ontario",4.1,870 reviews
Grocery store,Loblaws,"301 High Tech Rd, Richmond Hill, ON L4B 4R2",opening hr not provided,loblaws.ca,(905) 771-1066,"RHVQ+7M Richmond Hill, Ontario",4.1,"1,858 reviews"
Health food store,Silkeny Raw Organic Virgin Coconut Oil,adress not available,Opens at 10:00 a.m.,silkeny.com,(905) 771-6826,plus code available,5.0,5 reviews
Grocery store,Sobeys Jefferson Square,"11700 Yonge St, Richmond Hill, ON L4E 0K4",opening hr not provided,sobeys.com,(905) 508-7585,"WH62+RG Richmond Hill, Ontario",4.2,681 reviews
Discount supermarket,Food Basics,"1070A Major Mackenzie Dr E, Richmond Hill, ON L4B 4R8",Opens at 8:00 a.m.,foodbasics.ca,(905) 770-1400,"VHGR+WJ Richmond Hill, Ontario",4.0,537 reviews
Grocery store,Longo's Richmond Hill,"10860 Yonge St, Richmond Hill, ON L4C 3E4",Opens at 8:00 a.m.,longos.com,(905) 770-7029,"VHR4+QC Richmond Hill, Ontario",4.5,337 reviews
Discount supermarket,Food Basics,"13231 Yonge St, Richmond Hill, ON L4E 3L2",Opens at 8:00 a.m.,foodbasics.ca,(905) 773-9023,"XG2W+FC Richmond Hill, Ontario",4.1,566 reviews
Health food store,Organic Garage,"8020 Bathurst St #1, Thornhill, ON L4J 0B8",Opens at 9:00 a.m.,organicgarage.com,(905) 889-3539,"RG8W+9V Vaughan, Ontario",4.4,133 reviews
Supermarket,Takchong Food Mart,"550 York Regional Rd 7, Richmond Hill, ON L4B 3Z4",Opens at 10:00 a.m.,website not available,(905) 762-9188,"RJV8+P5 Richmond Hill, Ontario",3.2,10 reviews
Gourmet grocery store,Sue's Market,"205 Don Head Village Blvd, Richmond Hill, ON L4C 7R4",Opens at 8:00 a.m.,suesmarket.ca,(905) 737-0520,"VG8R+CR Richmond Hill, Ontario",4.4,345 reviews
Asian grocery store,Bayview Food Mart,"9019 Bayview Ave, Richmond Hill, ON L4B 1Y3",Opens at 8:30 a.m.,m.facebook.com,(905) 886-6699,"VH2R+5Q Richmond Hill, Ontario",3.7,473 reviews
Natural goods store,Ambrosia,"55 Doncaster Ave, Thornhill, ON L3T 1L7",Opens at 9:00 a.m.,ambrosia.ca,(905) 881-7811,"RH3M+87 Markham, Ontario",4.4,752 reviews
Grocery store,Enzo's No Frills,"9325 Yonge St, Richmond Hill, ON L4C 1V4",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"VH49+F5 Richmond Hill, Ontario",3.9,"1,509 reviews"
Health food store,Li'l Foods,"238-7181 Yonge St, Markham, ON L3T 0C7",Opens at 12:00 p.m.,lilfoods.com,(647) 471-3747,"RH3J+75 Markham, Ontario",review not available,not available
Grocery store,Jim's No Frills,"10488 Yonge St, Richmond Hill, ON L4C 3G7",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"VHM5+67 Richmond Hill, Ontario",3.6,"1,010 reviews"
Health food store,Raw Juice Guru - Uptown,adress not available,Open now: Open 24 hours,rawjuiceguru.com,+1 800-831-9028,plus code available,4.7,3 reviews
Health food store,Well Being Health Food,"7181 Yonge St, Thornhill, ON L3T 0C7",Opens at 10:00 a.m.,website not available,(416) 226-6100,"RH3J+C5 Markham, Ontario",5.0,1 review
Health food store,OEM CBD,"30 Via Renzo Dr, Richmond Hill, ON L4S 0B8",opening hr not provided,oemcbd.ca,+1 844-522-4223,"VJR5+C7 Richmond Hill, Ontario",5.0,1 review
